,,21-Jan-09,,,
Anthem AV pre/pro RS-232 commands,,,,,
Main Zone Specific Commands,,,,,
SUY,nx,"Set source n preferred 6.0 input (analog or PCM) effect to x where x = 0,2,..,c(0=off,1=THX Cinema,2=THX Ultra2,3=THX Music,4=THX Surround EX,5=last used,6=THX Games Mode,7=PLIIx Movie,8=PLIIx Movie+THX,9=PLIIx Music,a=Dolby Digital EX,b=Neo:6,c=Neo:6+THX)",,,
SUD,nx,"Set source n preferred DTS-5.1 input effect to x where x = 0,1,2..,a(0=off,1=THX Cinema,2=THX Ultra2,3=THX Music,4=Neo:6 + THX,5=last used,6=THX Games Mode,7=PLIIx Movie,8=PLIIx Movie+THX,9=PLIIx Music,a=Neo:6)",,,
SUZ,nx,"Set source n preferred muting level to x where x = 1,2,3(1=default for CD,2=default for DVD,3=default for SAT). Only valid for digital input signals",,,
Audio/Video In Format,,,,,
Command,Parameters,Description,,,
,,"Note that anywhere in this document ""source n"" may, unless specified otherwise, be a character equal to '0'-'9' or 'c'-'j' where (0=CD, 1=2-Ch BAL, 2=6-Ch S/E, 3=tape, 4=FM/AM, 5=DVD, 6=TV, 7=SAT, 8=VCR, 9=AUX, c=current main zone source, d=DVD2, e=DVD3, f=DVD4, g=TV2, h=TV3, i=TV4, j=SAT2)",,,
SC,anx,"The SC commands are used to change the parameters that are in the ""ADJUST INPUT LEVELS"" menu and the ""SOURCE SETUP"" sub-menus. Parameter ""a"" must be ""AD"" or must be a single letter given in the following commands. Parmeter ""n"" specifies which source setup menu. The remaining parameters are described in the following commands. Note that in the SOURCE SETUP sub-menus you use command ""SN"" to set ""RENAME"", command ""SUZ"" for ""MUTING"", command ""SUC"" for ""SPEAKER CONFIG"" and command ""SPG"" for ""LIP-SYNC"".",,,
SCP,nx,"Set ""SOURCE SETUP"" n - ""SAME AS"" or ""LAYER"" (n = 'c'-'j' only) ""same as"" to source x ('D'=disabled, 'C'=custom, not set to '4'=FM/AM or to itself). For the AVM 40 the options for x are ('D'=disabled, 'C'=enabled). If x is replaced by '?' then print the current value.",,,
SCF,nx,"Set ""SOURCE SETUP"" n - ""VIDEO OUT CONFIG"" to x=0,1 (0=last used, 1=video out config 1, 2=video out config 2)",,,
SCV,nx,"Set ""SOURCE SETUP"" n - ""SCALAR INPUT"" or ""CONVERTER IN"" or ""COMPONENT VIDEO IN"" to x=0-d (0=None, 1=Comp1, 2=Comp2, 3=Comp3, 4=Comp4, 5=HDMI 1, 6=HDMI 2, 7=HDMI 3, 8=HDMI 4, 9=S-video, a=HDMI5, b=HDMI6, c=HDMI7, d=HDMI8). Note that the audio source will automatically  be changed from HDMI whenever the video source is not HDMI. Note that this parameter is called ""COMPONENT VIDEO IN"" on an AVM 20, AVM 30 and Statement D1, while another parameter is called ""COMPONENT VIDEO IN"" on the other models. Don't confuse them.",,,
SCY,nx,"Set ""SOURCE SETUP"" n - ""IF YCbCr IN"" to x=0,1,2 (0=auto, 1=HDTV, 2=SDTV) AVM 40 ONLY",,,
SCB,nx,"Set ""SOURCE SETUP"" n - ""IF RGB IN"" to x=0,1 (0=studio, 1=extended) AVM 40 ONLY",,,
SCR,nx,"This command has been deprecated. Set ""SOURCE SETUP"" n ""HDMI REPEATER"" to x=0,1 (0=no, 1=yes). (not on AVM 20, AVM 30 or Statement D1)",,,
SCW,nx,"Set ""SOURCE SETUP"" n - ""COMPONENT VIDEO IN"" to x=0-4 (0=none, 1=comp 1, 2=comp 2, 3=comp 3, 4=comp 4) (Not on an AVM 20, AVM 30 or Statement D1. Do not confuse this parameter with another parameter called ""COMPONENT VIDEO IN"" on the other models.) This parameter helps select the signal that is fed to ""MAIN OR ZONE 2 COMPONENT OUT"" connector.",,,
SCS,nx,"Set ""SOURCE SETUP"" n - ""S_VIDEO IN"" to x=0,3,5,6,7,8,9,a (0=CD, 3=TAPE, 5=DVD, 6=TV, 7=SAT, 8=VCR 9=AUX,a=none) (note that setting value to 1,2,or 4 will also result in none)",,,
SCC,nx,"Set ""SOURCE SETUP"" n - ""COMPOSITE VIDEO IN"" to x=0,3,5-a (0=CD, 3=TAPE, 5=DVD, 6=TV, 7=SAT, 8=VCR 9=AUX,a=none) (note that setting value to 1,2,or 4 will also result in none)",,,
SCU,nx,"Set ""SOURCE SETUP"" n - ""ANALOG AUDIO IN"" to x=0-2,4-9 (0=DVD, 1=CD, 2=TAPE, 4=TV, 5=SAT, 6=VCR, 7=AUX, 8=2Ch Bal, 9=6CH S/E) (n may not equal 4)",,,
SCA,nsxx.x,"Set ""SOURCE SETUP"" n - ""AUDIO IN"" to Anlg-DSP, then set ""ADJUST INPUT LEVELS"" for source n analog audio in (XLR for 1, tuner for 4, RCA for others) input connector via the DSP with input gain sxx.x where sxx.xx= +31.5 to -95.5 dB in 0.5 dB steps",,,
SCAD,nsxx.x,"Set ""SOURCE SETUP"" n - ""AUDIO IN"" to Anlg-Dir, then set ""ADJUST INPUT LEVELS"" for source n analog audio in (XLR for 1, may not equal 4, RCA for others) input connector direct to output with input gain sxx.x where sxx.x = +31.5 to -95.5 dB in 0.5 dB steps",,,
SCD,nx,"In setup menu ""SOURCE SETUP"" n (not = 4)  set ""AUTO DIG"" to NO and digital ""AUDIO IN"" connector to x = 0 to a, e to l (0=Dig AES/EBU, 1=Dig OPT1, 2=Dig OPT2, 3=Dig OPT3, 4=Dig coax DVD, 5=Dig coax CD, 6=Dig coax TAPE, 7=Dig coax TV, 8=Dig coax SAT, 9=Dig coax VCR, a=Dig coax AUX, e=Dig HDMI1, f=Dig HDMI2, g=Dig HDMI3, h=Dig HDMI4, i=Dig HDMI5, j=Dig HDMI6, k=Dig HDMI7, l=Dig HDMI8). Note that when HDMI video and audio sources are selected then HDMI audio will be taken from the HDMI video source.",,,
SCX,nxsyy.y,"In setup menu ""SOURCE SETUP"" n (not = 4) set ""AUTO DIG"" to YES, i.e. auto sense Digital/Analog with the digital audio connector; set digital ""AUDIO IN"" connector to x = 0 to a, e to l (0=Dig AES/EBU, 1=Dig OPT1, 2=Dig OPT2, 3=Dig OPT3, 4=Dig coax DVD, 5=Dig coax CD, 6=Dig coax TAPE, 7=Dig coax TV, 8=Dig coax SAT, 9=Dig coax VCR, a=Dig coax AUX, e=Dig HDMI 1, f=Dig HDMI 2, g=Dig HDMI 3, h=Dig HDMI 4, i=Dig HDMI 5, j=Dig HDMI 6, k=Dig HDMI 7, l=Dig HDMI 8) and ""ADJUST INPUT LEVELS"" for source n analog audio in (XLR for 1, RCA for others) input connector via the DSP with input gain syy.y where syy.y = +31.5 to -95.5 dB in 0.5 dB steps. Note that when HDMI video and audio sources are selected then HDMI audio will be taken from the HDMI video source.",,,
SCM,nx,"Set ""SOURCE SETUP"" n ""HDMI 6CH MAP"" to x=0-9,a-o (0=Auto, 1=""LR/lrs/CS/xx"", 2=""LR/lrs/xx/CS"", 3=""LR/CS/lrs/xx"", 4=""LR/CS/xx/lrs"", 5=""LR/xx/lrs/CS"", 6=""LR/xx/CS/lrs"", 7=""lrs/LR/CS/xx"", 8=""lrs/LR/xx/CS"", 9=""lrs/CS/LR/xx"", a=""lrs/CS/xx/LR"", b=""lrs/xx/LR/CS"", c=""lrs/xx/CS/LR"", d=""CS/LR/lrs/xx"", e=""CS/LR/xx/lrs"", f=""CS/lrs/LR/xx"", g=""CS/lrs/xx/LR"", h=""CS/xx/LR/lrs"", i=""CS/xx/lrs/LR"", j=""xx/LR/lrs/CS"", k=""xx/LR/CS/lrs"", l=""xx/lrs/LR/CS"", m=""xx/lrs/CS/LR"", n=""xx/CS/LR/lrs"", o=""xx/CS/lrs/LR"") (not on an AVM 20, AVM 30 or Statement D1)",,,
SCL,nsxx.x,"Set ""SOURCE SETUP"" n - ""EQ"", ""FM-EQ"" or ""AM-EQ"" (n is 4=FM, a=AM) low frequency equalization to sxx.x=-12.0 to +12.0",,,
SCH,nsxx.x,"Set ""SOURCE SETUP"" n - ""EQ"", ""FM-EQ"" or ""AM-EQ"" (n is 4=FM, a=AM) high frequency equalization to sxx.x=-12.0 to +12.0",,,
SCQ,nx,"Set ""SOURCE SETUP"" n ""ROOM EQ"" to x=0-1 (0=off, 1=on).",,,
SCE,nx,"Set ""SOURCE SETUP"" n ""DOLBY VOL"" to x=0-1 (0=off, 1=on).",,,
SCJ,nx,"Set ""SOURCE SETUP"" n ""HALF MODE"" to x=0-1 (0=off, 1=on).",,,
SCK,nx,"Set ""SOURCE SETUP"" n ""REF LEVEL"" to x=0-1 (0=music, 1=movie).",,,
Audio/Video Out Format (not in AVM 20/30 or Statement D1),,,,,
Command,Parameters,Description,,,
SB,,The SB commands are deprecated. Use the SG commands instead.,,,
SG,amx,"The SG commands are used to change the parameters in the VIDEO OUT sub-menus. Parameter ""a"" must be one of the letters given in the following commands. Parmeter ""m"" must be ""1"" to ""4"" for config menus 1 to 4 respectively. Parameter ""x"" or ""xxx"" is described in the following commands. If x or xxx is replaced by '?' then print the current value.",,,
SGB,x,"Set ""VIDEO OUTPUT"" - ""SAME AS 1"" to x=0-1 (0=yes, 1=no)",,,
SGF,mx,"Set ""VIDEO OUTPUT"" - ""S-VIDEO OSD"" to x=0-1 (0=NTSC, 1=Pal)",,,
SGG,mxxx,"Set ""VIDEO OUTPUT"" - ""SHIFT POS'N"" (NTSC only) to x=0-127. (AVM 40 only)",,,
SGH,mxxx,"Set ""VIDEO OUTPUT"" - ""SHIFT POS'N"" (PAL only) to x=0-127. (AVM 40 only)",,,
SGP,mx,"Set ""VIDEO OUTPUT"" - ""PREFERRED"" to x=0-1 (0=component, 1=HDMI) (not on AVM 40)",,,
SGA,mx,"Set ""VIDEO OUTPUT"" - ""RESOLUTION"" (analog only) to x=0-3,7-9,a-d (0=720x480i/60, 1=720x480p/60, 2=720x576i/50, 3=720x576p/50, 7=1280x720p/50, 8=1280x720p/60, 9=1920x1080i/50, a=1920x1080i/60, b=1920x1080p/24, c=1920x1080p/25, d=1920x1080p/30) (not on AVM 40, not all resolutions are valid on all models)",,,
SGR,mx,"Set ""VIDEO OUTPUT"" - ""RESOLUTION"" (digital only) to x=0-9,a-z,A-D (0=Auto, 1=720x480i/60, 2=720x480p/60, 3=720x576i/50, 4=720x576p/50, 6=1280x720p/25, 7=1280x720p/30, 8=1280x720p/50, 9=1280x720p/60, a=1920x1080i/50, b=1920x1080i/60, c=1920x1080p/24, d=1920x1080p/25, e=1920x1080p/30, f=1920x1080p/50, g=1920x1080p/60, h=VGA/60, i=VGA/75, j=VGA/85, k=SVGA/60, l=SVGA/75, m=SVGA/85, n=XGA/60, o=XGA/75, p=XGA/85, q=SXGA/60, r=SXGA/75, s=SXGA/85, t=UXGA/60, u=640x350p/85, v=640x400p/85, w=1280x768p/60, x=1360x768p/60, y=1366x768p/60, z=1152x864p/75, A=1366x923p/50, B=1280x960p/60, C=1280x960p/85, D=2048x1536p/54) Note that for software versions prior to v1.06 the last few settings are (..., t=UXGA/60, u=UXGA/65, v=UXGA/70, w=UXGA/75, x=UXGA/85, y=640x350p/85, z=640x400p/85, A=1280x768p/60, B=1360x768p/60, C=1366x768p/60, D=1152x864p/75, E=1366x923p/50, F=1280x960p/60, G=1280x960p/85, H=2048x1536p/54) (not on AVM 40)",,,
SGS,mx,"Set ""VIDEO OUTPUT"" - ""COLOR SPACE"" to x=0-2 (0=Auto, 1=SDTV, 2=HDTV)",,,
SGD,mx,"Set ""VIDEO OUTPUT"" - ""DATA FORMAT"" (digital only) to x=0-4 (0=Auto, 1=YCbCr 4:4:4, 2=YCbCr 4:2:2, 3=RGB, 4=Extended RGB)",,,
SGL,mx,"Set ""VIDEO OUTPUT"" - ""LETTERBOX"" to x=0-9 (0=Black, 1=Darkest, 2=Very Dark, 3=Dark, 4=Medium-dark, 5=Medium, 6=Medium-light, 7=Light, 8=Very Light, 9=Lightest) (not on AVM 40)",,,
SGV,mx,"Set ""VIDEO OUTPUT"" - vertical ""SYNC"" (digital only) to x=0-1 (0=Normal, 1=Inverted)",,,
SGC,mx,"Set ""VIDEO OUTPUT"" - ""COMPONENT 2 OUT"" to x=0-3 (0=Processed, 1=Unprocessed, 2=Zone 2, 3=Off)",,,
Speaker Configuration,,,,,
Command,Parameters,Description,,,
SZ,a?,"For any SZ command, if non-negative integral value x or xxx is replaced by '?' then print the current value. 'a' may be equal to 'S', 'NB', 'TR', 'TB' or it may be equal to 'C' or 'M' followed by 'E', 'F', 'R', 'B', 'C', 'S', 'X', 'A', 'XF', 'XR', 'XC', 'XB', 'NS', 'L', 'P', 'D'.",,,
SZS,x,"Set Music speaker configuration to x=0,1 (0=different from Cinema, 1=same as Cinema)",,,
SZaE,x,"Set the position of speakers 7 and 8 ""BASS MANAGEMENT * - REAR L/R"" where a=C,M (C=Cinema, M=Music) and x=0-d (0=None; 1=Lsr,Rsr; 2=Special; 3=Lsd,Rsd; 4=Lc,Rc; 5=Lw,Rw; 6=Lh,Rh; 7=Lhs,Rhs; 8=Ch; 9=Ch,Ts; a=Ch,Cs; b=Ts; c=Ts,Cs; d=Cs). Note that this command has not been implemented.",,,
SZaF,x,Set Front Speaker sizes for bass manager configuration,,,
,,"where a=C,M (C=Cinema, M=Music) and x = 1,2 (1=small, 2=large)",,,
SZaR,x,Set Surround (Side) Speaker sizes for bass manager configuration,,,
,,"where a=C,M (C=Cinema, M=Music) and x = 0,1,2 (none, small, large)",,,
SZaB,x,Set Rear (Back) Speaker sizes for bass manager configuration,,,
,,"where a=C,M (C=Cinema, M=Music) and x = 0,1,2 (none, small, large)",,,
SZaC,x,Set Center Speaker size for bass manager configuration,,,
,,"where a=C,M (C=Cinema, M=Music) and x = 0,1,2 (none, small, large)",,,
SZaS,x,Set Subwoofer use for bass manager configuration,,,
,,"where a=C,M (C=Cinema, M=Music) and where x = 0,1,2 (no,yes,super)",,,
SZaX,xxx,Set Subwoofer crossover frequency for bass manager configuration (if Advanced Bass Manager is OFF this is also used for all other small speakers),,,
,,"where a=C,M (C=Cinema, M=Music) and xxx=0,25, 30,35, …160 is crossover frequency in Hertz (Note that xxx=0 bypasses the subwoofer crossover but is valid only if all speakers set to large or none or Advanced Bass Manager is on)",,,
SZaA,x,"Turn Advanced Bass Manager off/on x=0,1 (0=off,1=on) for configuration a where a=C,M (C=Cinema, M=Music)",,,
SZaXF,xxx,Set Front Speaker crossover frequency (only active if Advanced Bass Manager is ON)  for bass manager configuration ,,,
,,"where a=C,M (C=Cinema, M=Music) and xxx=0,25, 30,35, …160 (crossover frequency in Hertz) Note that xxx=0 bypasses the front crossover",,,
SZaXR,xxx,Set Surround (Side) Speaker crossover frequency (only active if Advanced Bass Manager is ON)  for bass manager configuration ,,,
,,"where a=C,M (C=Cinema, M=Music) and xxx=0,25, 30,35, …160 (crossover frequency in Hertz) Note that xxx=0 bypasses the surround crossover",,,
SZaXC,xxx,Set Center Speaker crossover frequency (only active if Advanced Bass Manager is ON)  for bass manager configuration ,,,
,,"where a=C,M (C=Cinema, M=Music) and xxx=0,25, 30,35, …160 (crossover frequency in Hertz) Note that xxx=0 bypasses the center crossover",,,
SZaXB,xxx,Set Rear (Back) Speaker crossover frequency (only active if Advanced Bass Manager is ON)  for bass manager configuration ,,,
,,"where a=C,M (C=Cinema, M=Music) and xxx=0,25, 30,35, …160 (crossover frequency in Hertz) Note that xxx=0 bypasses the rear crossover",,,
SZaNS,x,Set number of subwoofers to x for bass manager configuration a,,,
,,"where a=C,M (C=Cinema, M=Music) and where x = 0,1,2 (this value is ignored unless subwoofer use=yes or super 'SZaS1' or 'SZaS2')",,,
SZaL,x,"Set LFE bypass sub crossover x=0,1 (0=off,1=on) (only active if Advanced Bass Manager is ON)  for bass manager configuration a where a=C,M (C=Cinema, M=Music) ",,,
SZaP,x,"Set Subwoofer Polarity x=0,1 (0=normal, 1=inverted) (only active if Advanced Bass Manager is ON)  for bass manager configuration a where a=C,M (C=Cinema, M=Music) ",,,
SZaD,xxx,"Set Subwoofer Phase in degrees x=0,5,10,…180 (only active if Advanced Bass Manager is ON)  for bass manager configuration a where a=C,M (C=Cinema, M=Music) ",,,
SZNB,x,Set number of Rear (Back) speakers to x ,,,
,,"where x = 1,2 (this value is ignored if rear speaker size=none for the active speaker configuration)",,,
SZTR,x,"Set Surround (side) speaker type to x where x=0,1 (0=direct radiating,1=dipole)",,,
SZTB,x,"Set Rear (back) speaker type to x where x=0,1 (0=direct radiating,1=dipole)",,,
SEQ,x,Set center EQ to x,,,
,,"where x = 0,1 (disabled,enabled)",,,
STV,x,Set TV size,,,
,,"where x = 0,1,2,3,4 (18-30 in, 30-42 in, 42-54 in, 54-66 in, 66-78 in)",,,
SWE,x,"Set subwoofer room resonance filter to x where x = 0,1 (0=disabled,1=enabled)",,,
SWD,x,Set subwoofer room resonance filter depth to x dB where 1<=x <= 20,,,
SWF,x,Set subwoofer room resonance filter center frequency to x Hz where 20<=x <= subwoofer crossover frequency,,,
SWW,x,Set subwoofer room resonance filter width to x Hz where 1<=x <= 2*filter center frequency/10^(filter depth in dB/20),,,
SWT,x,"Set THX Ultra2 subwoofer to x where x = 0,1 (0=no,1=yes)",,,
SWB,x,"Set THX Ultra2 boundary gain compensation to x where x = 0,1 (0=disabled,1=enabled) (THX Ultra2 subwoofer must be set to yes for this to take effect)",,,
SHP,x,Set Headphone mutes Main speakers,,,
,,"where x = 0,1 (no, yes)",,,
Listener Position,,,,,
Command,Parameters,Description,,,
SPU,x,Set units for Delay manager ,,,
,,"where x = 0,1 (ft,m)",,,
SPL,xx.x,Set listener position from front left speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPC,xx.x,Set listener position from center speakers,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPR,xx.x,Set listener position from front right speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPSR,xx.x,Set listener position from rear (surrounds) right speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPSL,xx.x,Set listener position from rear (surrounds) left speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPBR,xx.x,Set listener position from back right speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPBL,xx.x,Set listener position from back left speaker,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPs,xx.x,Set listener position from subwoofer,,,
,,where xx.x is from 0.0 to 99.0 (in 0.5 ft or 0.2 m increment),,,
SPT,x,Set Back (Rear) speaker separation to x,,,
,,"where x=0,1,2 (0=less than 1 ft, 1=1 ft to 4 ft, 2=more than 4 ft)",,,
SPG,nxx.x,"Set ""SOURCE SETUP"" n - ""LIP-SYNC DELAY"" to xx.x ms where 0 <= x.xx <= 170 (Statement D1/D2),  0 <=x.xx<=85 (All others)",,,
Speaker Level Calibration,,,,,
Command,Parameters,Description,,,
SL,a?,"For any SL command, if value x or sxx.xx is replaced by '?' then print the current value. 'a' may be equal to 'V', 'L', 'C', 'R', 'SR', 'SL', 'BR', 'BL', 's', 'm', 'D' or 'F'.",,,
SLV,sxx.xx,"Set ""LEVEL CALIBRATION"" - ""TEST LEVEL"" speaker reference level",,,
,,where sxx.xx = MainMaxVol to -95.5 dB in 0.5 dB steps,,,
SL,asxx.xx,"Set speaker a (where a equals 'L' and 'R' for front left and right, 'C' for center, 'SL' and 'SR"" for rear (surround) left and right, 'BL' and 'BR' for back left and right, 's' and 'm' for cinema and music configuration subwoofer) to calibration level sxx.xx = +12.0 to -12.0 dB in 0.5 dB steps.",,,
SLP,sxx.xx,Set bass peak level (for peak level manager) where sxx.xx = 0.0 to -50.0 dB in 0.5 dB steps (this command has been removed and the value has been hardcoded to 0.0 dB),,,
SLD,x,"Set ""LEVEL CALIBRATION"" - ""DOLBY LEVEL"" Dolby Volume level to x where x = 0 to b (0=off, 1=low, …, 11=high).",,,
SLF,sxx.xx,"Set ""LEVEL CALIBRATION"" - ""DOLBY OFFSET"" to sxx.xx = +15.0 to -15.0 dB in 0.5 dB steps.",,,
Volumes/Auto-ON Timers,,,,,
Main Auto-ON Timers,,,,,
Command,Parameters,Description,,,
SA1WD1,xx:xx,Set Main wake-up weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1WE1,xx:xx,Set Main wake-up week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1XD1,xx:xx,Set Main off weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1XE1,xx:xx,Set Main off week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1O1,x,Set Main timer #1 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA1WD2,xx:xx,Set Main wake-up weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1WE2,xx:xx,Set Main wake-up week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1XD2,xx:xx,Set Main off weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1XE2,xx:xx,Set Main off week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA1O2,x,Set Main timer #2 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA1S,mn,Set Main wake-up Source,,,
,,"where m=1,2 (1=timer1,2=timer2) and n = source (4=Tuner see below)",,,
SA1S,n40,Set Main wake-up Source to Tuner without changing station (ie. Same station as power down),,,
,,"where n=1,2 (1=timer1,2=timer2)",,,
SA1S,n4Ay,"Set Main wake-up Source to Tuner at AM preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA1S,n4Fxy,"Set Main wake-up Source to Tuner at FM band x (x=1,2,3) preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA1A,nsxx.x,Set Main wake-up auto-on level,,,
,,"where  n=1,2 (1=timer1,2=timer2) and sxx.xx= MainMaxVol to -95.5 dB in 0.5 dB steps",,,
Zone2 Auto-ON Timers,,,,,
Command,Parameters,Description,,,
SA2WD1,xx:xx,Set Zone2 wake-up weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2WE1,xx:xx,Set Zone2 wake-up week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2XD1,xx:xx,Set Zone2 off weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2XE1,xx:xx,Set Zone2 off week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2O1,x,Set Zone2 timer #1 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA2WD2,xx:xx,Set Zone2 wake-up weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2WE2,xx:xx,Set Zone2 wake-up week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2XD2,xx:xx,Set Zone2 off weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2XE2,xx:xx,Set Zone2 off week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA2O2,x,Set Zone2 timer #2 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA2S,mn,Set Zone2 wake-up Source,,,
,,"where m=1,2 (1=timer1,2=timer2) and n = source (4=Tuner see below)",,,
SA2S,n40,Set Zone2 wake-up Source to Tuner without changing station (ie. Same station as power down),,,
,,"where n=1,2 (1=timer1,2=timer2)",,,
SA2S,n4Ay,"Set Zone2 wake-up Source to Tuner at AM preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA2S,n4Fxy,"Set Zone2 wake-up Source to Tuner at FM band x (x=1,2,3) preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA2A,nsxx.x,Set Zone2 wake-up auto-on level,,,
,,"where  n=1,2 (1=timer1,2=timer2) and sxx.xx= Zone2MaxVol to -70.0 dB in 1.25 dB steps",,,
Zone3 Auto-ON Timers,,,,,
Command,Parameters,Description,,,
SA3WD1,xx:xx,Set Zone3 wake-up weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3WE1,xx:xx,Set Zone3 wake-up week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3XD1,xx:xx,Set Zone3 off weekday #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3XE1,xx:xx,Set Zone3 off week-end #1 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3O1,x,Set Zone3 timer #1 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA3WD2,xx:xx,Set Zone3 wake-up weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3WE2,xx:xx,Set Zone3 wake-up week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3XD2,xx:xx,Set Zone3 off weekday #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3XE2,xx:xx,Set Zone3 off week-end #2 time,,,
,,where xx:xx = 00:00 to 23:59 (24hr format) or 12:00AM to 11:59PM (12hr format),,,
SA3O2,x,Set Zone3 timer #2 option,,,
,,"where x = 0,1,2,3 (Off, Week, Week-end, Week+Week-end)",,,
SA3S,mn,Set Zone3 wake-up Source,,,
,,"where m=1,2 (1=timer1,2=timer2) and n = source (4=Tuner see below)",,,
SA3S,n40,Set Zone3 wake-up Source to Tuner without changing station (ie. Same station as power down),,,
,,"where n=1,2 (1=timer1,2=timer2)",,,
SA3S,n4Ay,"Set Zone3 wake-up Source to Tuner at AM preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA3S,n4Fxy,"Set Zone3 wake-up Source to Tuner at FM band x (x=1,2,3) preset y (y=1,2…6)",,,
,,"where n=1,2 (1=timer1,2=timer2) ",,,
SA3A,nsxx.x,Set Zone3 wake-up auto-on level,,,
,,"where  n=1,2 (1=timer1,2=timer2) and sxx.xx=Zone3MaxVol to -70.0 dB in 1.25 dB steps",,,
Other Parameters,,,,,
Command,Parameters,Description,,,
STE,x,Enable/Disable All Auto On/Off Timers,,,
,,"where x = 0,1 (0=off, 1=on)",,,
STE?,,query enable/disable All Auto On/Off Timers,,,
,,"where x = 0,1 (0=off, 1=on)",,,
STF,x,Set time format,,,
,,"where x = 0,1 (12 hr, 24 hr)",,,
STF?,,query time format - returns STFx,,,
,,"where x = 0,1 (12 hr, 24 hr)",,,
